Geschlecht,Groesse,Gewicht
1,1.718991275,81.53352849
1,1.777260952,92.01716681
1,1.658961923,74.09757872
1,1.826412538,98.44203514
1,1.682341163,83.08046975
1,1.671699548,75.56099306
1,1.850261676,93.10016131
1,1.802115864,86.04780347
1,1.812132714,99.1490135
1,1.80481387,92.1424217
1,1.572908901,63.45982065
1,1.746566422,89.03729999
1,1.716632112,81.61798877
1,1.710987045,74.45527723
1,1.673330577,76.28277308
1,1.744846959,86.06569907
1,1.766185483,88.52772822
1,1.692521147,86.39474236
1,1.7731715,92.72626958
1,1.744468792,88.9728069
1,1.81902554,95.10498567
1,1.770120801,86.605863
1,1.800887594,89.7861924
1,1.727347675,84.72206701
1,1.793639897,85.57640494
1,1.817908332,80.00303415
1,1.854526727,94.95017902
1,1.543002194,61.76465455
1,1.754685838,86.6066713
1,1.761203936,86.83821722
1,1.721031298,83.88650158
1,1.931087879,105.3755319
1,1.83458145,91.52527392
1,1.75059445,85.42444025
1,1.659507163,79.22242703
1,1.674683048,83.43522691
1,1.789853908,85.05641156
1,1.858798508,96.99949384
1,1.741192344,79.47817197
1,1.74064697,76.90416739
1,1.615349968,65.58573927
1,1.705463727,79.68667523
1,1.798735814,89.44761736
1,1.867669234,101.1174124
1,1.679983151,75.02617853
1,1.724833984,77.29989274
1,1.814407746,98.26344919
1,1.704662067,78.79233426
1,1.861411516,98.83590046
1,1.617283612,73.03427485
1,1.758323136,87.88631933
1,1.76962115,80.33983435
1,1.790330383,92.90809258
1,1.752718818,80.16417257
1,1.738830508,87.43524924
1,1.677028238,75.7321832
1,1.760681496,84.70286088
1,1.75457461,85.50489461
1,1.868481667,94.51110579
1,1.678627298,73.2532094
1,1.867560002,97.50706616
1,1.769848129,93.04688527
1,1.69359024,83.0968328
1,1.853226303,94.75312093
1,1.733470552,94.31337812
1,1.827698298,95.55542698
1,1.804889287,92.65652502
1,1.701214529,88.54058239
1,1.739341253,86.49365433
1,1.810624811,90.55298705
1,1.65050359,75.6689193
1,1.69575185,81.10111969
1,1.746660508,84.26476447
1,1.752410607,87.88571385
1,1.810897943,103.7820837
1,1.753856751,87.2482859
1,1.690153643,79.82470371
1,1.740294296,79.89625695
1,1.713476769,80.50465344
1,1.812477513,91.51707431
1,1.742196313,80.21460631
1,1.771296602,84.1523203
1,1.77377997,85.29390644
1,1.839228878,85.90326613
1,1.66203876,75.34015431
1,1.683198482,77.22411904
1,1.777347242,96.52630943
1,1.808713533,88.97003245
1,1.776409965,91.75216777
1,1.813204964,91.32258767
1,1.640555054,71.87350961
1,1.747341804,79.14703505
1,1.738521967,83.36267212
1,1.757720084,85.32224554
1,1.76342084,79.91993022
1,1.76799812,88.0878893
1,1.851195357,88.08734363
1,1.579329613,66.17854771
1,1.749417548,87.01423581
1,1.805434122,95.1878931
1,1.833436367,91.29059016
1,1.830393976,94.70177844
1,1.71145347,82.8591953
1,1.725539717,75.49361574
1,1.798369029,87.72176378
1,1.66494768,80.94266674
1,1.782857102,93.41354871
1,1.823186482,90.35999085
1,1.730509326,87.10307516
1,1.736330857,79.49692602
1,1.678695068,77.11356345
1,1.818135128,93.14402686
1,1.86783136,88.9236703
1,1.806334509,94.41302325
1,1.798175285,92.02962462
1,1.821918136,85.5451941
1,1.605191871,73.67682493
1,1.729768281,82.94038541
1,1.672744933,71.35794194
1,1.735999995,81.04600059
1,1.766829815,84.92035388
1,1.745698923,77.84589747
1,1.782020252,90.96069901
1,1.750652751,87.96389926
1,1.633224425,70.52889714
1,1.78957308,87.32911747
1,1.743051205,72.51233631
1,1.769484694,79.94979679
1,1.754095667,77.88579529
1,1.70756545,82.42202947
1,1.679341312,77.73961754
1,1.742881639,81.2528533
1,1.758924925,85.03460711
1,1.768904417,82.55579528
1,1.84904452,97.28370673
1,1.906117475,94.58591906
1,1.802706177,86.28317419
1,1.889455516,98.49468622
1,1.634798962,70.79387178
1,1.811705827,93.61467162
1,1.706169421,80.80867644
1,1.889802466,103.7992656
1,1.622245192,79.13972162
1,1.749704191,74.48656609
1,1.832152552,96.232843
1,1.737454645,93.44672858
1,1.653353472,75.94651109
1,1.75843385,88.54961322
1,1.827473822,94.88032845
1,1.713559963,82.69040473
1,1.76054788,86.26646116
1,1.618768623,72.73116564
1,1.541267362,58.64990997
1,1.794848406,88.73453331
1,1.716888391,84.70894871
1,1.8960975,103.1924726
1,1.789863803,89.44268703
1,1.827377867,95.05305339
1,1.880254071,95.14512774
1,1.797868595,99.98836281
1,1.644072327,76.75136656
1,1.736928812,84.29808501
1,1.815318208,87.40331975
1,1.700389125,80.29761721
1,1.798243267,90.69453338
1,1.658427843,76.52563798
1,1.56855185,56.03137745
1,1.587009051,72.68459731
1,1.722264269,89.39509571
1,1.765960255,73.46872151
1,1.841519219,91.46912013
1,1.790326487,88.35346127
1,1.693919294,73.73836797
1,1.810814707,79.74644847
1,1.823637887,94.97278007
1,1.855631144,92.74157074
1,1.748875201,95.64852963
1,1.677554274,76.8050479
1,1.879241896,101.2989346
1,1.758991094,87.51916622
1,1.761252693,78.4282347
1,1.80279713,86.89559628
1,1.614456452,71.26816841
1,1.772161834,82.91457386
1,1.65578733,68.89470191
1,1.777465097,87.69796844
1,1.771665168,84.10864383
1,1.807754351,88.6238531
1,1.792528845,79.0143145
1,1.667537674,74.6838384
1,1.705315719,74.31878184
1,1.674319408,79.25157524
1,1.874180566,96.569989
1,1.720526184,78.37809426
1,1.664819537,78.00890242
1,1.808833379,88.86929434
1,1.666045792,79.29484356
1,1.667955884,79.18212927
1,1.574107491,63.62886502
1,1.877058443,97.77615692
1,1.837491465,97.91156803
1,1.785917036,83.5715411
1,1.704735335,76.29515739
1,1.674685037,68.66685174
1,1.707584724,84.3545772
1,1.780904328,92.18882361
1,1.900974093,101.5799645
1,1.638993487,67.34579573
1,1.779301869,93.98183446
1,1.824562487,93.07393127
1,1.850053188,94.99236349
1,1.86186739,90.34052551
1,1.686387088,74.87198637
1,1.689485114,81.99153251
1,1.75952944,91.76109921
1,1.73309163,88.5692767
1,1.788512273,83.56646151
1,1.771062884,85.48111776
1,1.663972641,71.30694184
1,1.756086642,89.15456189
1,1.871121195,94.51323201
1,1.673675914,71.75144403
1,1.736202496,83.73237013
1,1.788788155,89.76926833
1,1.830837109,92.01895562
1,1.82146257,90.3014487
1,1.669520712,70.86193777
1,1.62301779,76.33932403
1,1.786026647,91.40363604
1,1.671033737,79.19030486
1,1.77361759,89.32623182
1,1.735611212,89.70088896
1,1.720636367,75.13446816
1,1.905860792,105.6352796
1,1.864463086,87.4218769
1,1.766690952,87.17206749
1,1.639291611,71.2725831
1,1.715687741,74.16011592
1,1.856650541,93.05783612
1,1.690471119,77.75863785
1,1.879386746,94.78466339
1,1.799912277,95.14505605
1,1.817845836,93.55809356
1,1.672295135,80.38180788
1,1.784998555,96.032799
1,1.569047459,67.81873493
1,1.900553611,99.94281333
1,1.818770705,87.28376219
1,1.708406631,74.11081509
1,1.801474539,90.6178716
1,1.906515584,99.1478122
1,1.856762257,101.2446608
1,1.794814598,98.86123033
1,1.705474551,77.65847885
1,1.704928097,66.92203661
1,1.765933577,77.12750739
1,1.656707168,72.95395668
1,1.737625756,83.97245979
1,1.746591978,80.32360821
1,1.725596468,85.67631524
1,1.758640849,72.23220641
1,1.739029388,85.31125498
1,1.668635057,68.47452935
1,1.76354735,78.1656411
1,1.679838942,75.46129725
1,1.800277023,84.52225362
1,1.675715851,85.12033951
1,1.649453532,74.33474701
1,1.736562524,89.33472049
1,1.765949003,86.04975843
1,1.687972294,85.71747894
1,1.764654377,80.44178231
1,1.745744507,83.5200909
1,1.874044372,100.3527375
1,1.943147837,98.82968927
1,1.809132829,90.34770781
1,1.638457745,74.6160503
1,1.689196899,74.05791563
1,1.757944491,85.10511751
1,1.614077791,68.1960415
1,1.771170662,91.94631998
1,1.742648495,82.42893205
1,1.815188908,93.70795987
1,1.765540995,92.52615258
1,1.873494748,105.0558403
1,1.734255784,88.5365908
1,1.840347689,90.84994371
1,1.797537509,88.61058406
1,1.789484375,85.32012781
1,1.750164111,88.29611429
1,1.758656051,89.54454534
1,1.708857321,70.94920149
1,1.815179623,94.24214532
1,1.748552091,77.98205824
1,1.813711504,98.3946695
1,1.781679801,86.44800221
1,1.795264152,93.4943101
1,1.740944348,91.22138467
1,1.814442064,93.7094123
1,1.65660884,72.11531571
1,1.797638046,94.44854381
1,1.771906408,85.19004877
1,1.624648279,76.36196681
1,1.785725747,89.28280475
1,1.78604797,93.22308322
1,1.71209736,74.64962729
1,1.704886178,75.8367392
1,1.736790529,76.65583415
1,1.76728727,83.56063576
1,1.588319233,76.27300355
1,1.761155267,83.51509382
1,1.696401669,78.09741412
1,1.914938823,99.15734185
1,1.783426179,86.02747572
1,1.806030516,89.24873298
1,1.772764752,82.42818664
1,1.688384849,79.55511613
1,1.796128338,94.66938526
1,1.615915419,73.78806734
1,1.791951705,86.78068204
1,1.712031656,87.39478437
1,1.814453443,96.76830727
1,1.74227249,85.00428881
1,1.814889094,92.28250905
1,1.795749265,86.17589331
1,1.813343198,89.49690332
1,1.790335336,87.70652508
1,1.889967972,102.8297704
1,1.61037075,83.99985791
1,1.737352866,77.71351296
1,1.712718296,79.43501157
1,1.798624799,89.00432731
1,1.704600884,88.33810962
1,1.720296785,83.67341335
1,1.741191138,81.44552344
1,1.742934918,87.36437681
1,1.79338633,89.51241099
1,1.704004243,74.46878449
1,1.658917388,75.89850735
1,1.776073327,84.3075957
1,1.736461726,87.98856886
1,1.800093045,93.37823379
1,1.93071242,106.7927779
1,1.726335582,80.27069203
1,1.772033221,90.27679536
1,1.767044279,91.0377522
1,1.817624476,97.05897958
1,1.802334451,91.4728765
1,1.662199427,65.37713432
1,1.802793563,91.89918527
1,1.727018422,83.44191758
1,1.791170283,90.5226483
1,1.755373463,79.85278826
1,1.818781557,88.41985362
1,1.775194788,92.31428475
1,1.688005229,75.6068232
1,1.785400396,94.12421486
1,1.590547116,69.33288651
1,1.692190719,66.32912318
1,1.65989732,71.10568844
1,1.818811193,95.23841851
1,1.763088026,83.41652608
1,1.775302865,91.07984682
1,1.667915348,74.48690021
1,1.635970141,70.14393935
1,1.7431229,85.93265988
1,1.767847179,80.10202869
1,1.713312074,78.59489181
1,1.731517863,84.02932862
1,1.766661797,92.44708036
1,1.669981369,82.57719032
1,1.857308786,91.49122008
1,1.69217152,80.66800572
1,1.756306088,91.91052872
1,1.675531194,84.47036557
1,1.706962967,84.12045405
1,1.662530512,79.76165166
1,1.854964337,95.06734961
1,1.735258021,81.36118532
1,1.684890749,75.00972726
1,1.83799438,89.93049724
1,1.720022658,83.88358693
1,1.790130819,90.83088909
1,1.807539988,90.46619785
1,1.761611401,91.7762744
1,1.780469836,91.62273908
1,1.760151209,89.52035499
1,1.60807322,71.21555138
1,1.724335639,83.16306649
1,1.859355435,92.08966126
1,1.85778534,87.9632977
1,1.800757957,88.72321451
1,1.832424394,97.45602167
1,1.832172558,83.52769168
1,1.808648116,87.88039278
1,1.682804623,77.16030816
1,1.837476355,93.30370254
1,1.728950622,75.41579354
1,1.813491646,89.9957072
1,1.669441214,76.96334067
1,1.704605364,72.59752899
1,1.834261887,92.9581285
1,1.60044849,67.08708236
1,1.767056542,82.07739228
1,1.788261643,98.80923153
1,1.727967476,85.89292492
1,1.772358922,79.87314652
1,1.576797334,59.09272965
1,1.67219426,72.26587604
1,1.797835775,87.07522974
1,1.767114327,82.62366029
1,1.710107446,85.43483595
1,1.722490888,86.98080273
1,1.693728966,73.8297947
1,1.768848602,89.62806148
1,1.64526563,82.82129256
1,1.878658703,90.72164811
1,1.725507949,83.646683
1,1.695959003,75.06483485
1,1.750983482,80.12801528
1,1.941437791,103.8149576
1,1.752502092,81.8057365
1,1.866946726,102.4991905
1,1.767918826,86.09931159
1,1.830511452,91.74445873
1,1.790426303,81.15609742
1,1.702685204,75.76992779
1,1.681076356,78.30703949
1,1.744832921,81.62955429
1,1.692992137,72.64159585
1,1.77390189,80.91740295
1,1.682624646,70.12019289
1,1.849400203,94.73216598
1,1.637658573,76.85238026
1,1.771763775,82.39092665
1,1.794800687,92.4623667
1,1.84075371,83.66337759
1,1.731556934,90.58314407
1,1.853874154,93.72544245
1,1.791552545,89.16908664
1,1.779192608,86.18357098
1,1.753008106,89.25053435
1,1.868148722,100.832364
1,1.730199685,81.6763199
1,1.734505981,80.93559887
1,1.816787011,91.96520634
1,1.86427219,100.2192295
1,1.774051928,90.09710515
1,1.781859933,92.4123306
1,1.684013037,68.10654908
1,1.942920523,103.0285675
1,1.804222584,84.71397024
1,1.69242844,77.30166997
1,1.678318635,82.74788252
1,1.793574325,85.0358101
1,1.656168409,71.96897293
1,1.698291277,79.74023776
1,1.873453157,100.1396111
1,1.775411386,88.79468705
1,1.765993921,85.74130184
1,1.695309728,69.91070634
1,1.754492098,81.36842497
1,1.741468469,78.10643941
1,1.78619277,86.39193824
1,1.827507659,94.38748143
1,1.801280416,87.03671485
1,1.787426533,89.53108468
1,1.72203052,86.03875997
1,1.744979889,94.37807064
1,1.755511648,85.60064509
1,1.719506433,85.01398003
1,1.810520388,98.83932944
1,1.81426041,91.55428327
1,1.804501251,92.81750024
1,1.644046901,65.02130893
1,1.70556325,82.56791786
1,1.836209104,91.67292614
1,1.784168801,87.45077429
1,1.637229589,72.08334346
1,1.891410709,96.83377387
1,1.658592445,73.85306721
1,1.847837963,96.24347661
1,1.66924174,70.3863848
1,1.749808411,88.3059413
1,1.855175579,95.01636023
1,1.774462958,89.95719466
1,1.774474403,81.4934711
1,1.822845266,87.40281627
1,1.697249486,81.55655294
1,1.721807423,86.41235845
1,1.758968132,88.96805401
1,1.750813672,82.02143448
1,1.75252659,84.65628489
1,1.685899471,76.1056575
1,1.685963591,81.40565113
1,1.753986072,82.26360444
1,1.667953875,73.2198235
1,1.593923089,67.92980457
1,1.691080862,73.11988796
1,1.708713135,84.98652384
1,1.773848412,79.8374869
1,1.885097346,108.2131944
1,1.809255425,94.81564066
1,1.797376774,88.35816453
1,1.724125428,74.26409284
1,1.704708978,82.78618773
1,1.69011123,79.42089958
1,1.704116954,82.04604964
1,1.749892808,78.31458106
1,1.825820497,94.15463772
1,1.791509653,88.00114487
1,1.757885948,85.21501478
1,1.698110339,73.12990064
1,1.959884343,103.739802
1,1.732242848,80.0394057
1,1.696613145,84.81893646
1,1.881383238,99.07519053
1,1.770170273,83.74168009
1,1.790262038,90.42774913
1,1.681555276,74.67687565
1,1.825190353,87.73829592
1,1.675770262,77.59908213
1,1.845994812,98.68411752
1,1.773225351,85.30477219
1,1.753695908,80.82320772
1,1.621807231,68.94446968
1,1.648708545,65.85073382
1,1.652154278,66.97751272
1,1.749409663,83.20625385
1,1.777548375,80.8974252
1,1.592816314,69.31814177
1,1.699855294,78.75910994
1,1.708633717,81.66274085
1,1.831912148,90.87117232
1,1.768129643,77.24499247
1,1.655691402,75.63127451
1,1.881638984,88.35013009
1,1.552494447,69.30483428
1,1.735364903,93.63324884
1,1.624404381,74.73902305
1,1.741966887,82.17592951
1,1.649118088,83.91536104
1,1.76935774,95.03678843
1,1.806467134,89.51431102
1,1.595226444,67.40605837
1,1.798606047,91.27372231
1,1.766557568,90.35272082
1,1.702621593,85.48380731
1,1.71187959,80.87554279
1,1.762044821,78.66653749
1,1.893446478,99.0815333
1,1.690535735,78.64687909
1,1.708402802,84.51362304
1,1.67644998,74.91875771
1,1.709001089,92.14075545
1,1.725285694,73.33259414
1,1.677863899,74.6025048
1,1.672452344,77.47004675
1,1.753388996,77.25130894
1,1.786308757,87.31517219
1,1.689971385,75.46467166
1,1.815380542,89.14940712
1,1.779192041,83.28839103
1,1.742585048,84.95387702
1,1.752152471,80.86747468
1,1.874237677,100.8777543
1,1.754449395,86.44915261
1,1.858973907,92.57985854
1,1.744405564,87.17867966
1,1.649027341,81.3785288
1,1.67922522,87.4369254
1,1.720824342,76.9928295
1,1.82407315,87.45999541
1,1.757564207,84.24527753
1,1.71214216,85.54477149
1,1.774866489,81.50183255
1,1.634913589,73.70646944
1,1.714318488,83.18141562
1,1.857309803,100.4460896
1,1.718384815,85.67893144
1,1.740862707,87.00933933
1,1.796408854,97.18731056
1,1.733045818,82.72738907
1,1.719506935,74.3618174
1,1.872405266,90.02087842
1,1.749004813,85.00091175
1,1.688433656,79.80831846
1,1.777295946,85.55920429
1,1.715927054,91.07206161
1,1.886509274,95.22596724
1,1.831184043,91.56328696
1,1.767072404,82.91427897
1,1.818997872,93.51408368
1,1.70531916,77.96201692
1,1.737757542,77.70993313
1,1.983635034,115.9793172
1,1.743522741,81.10986748
1,1.778681784,84.53081645
1,1.887872196,100.1738552
